user_id,email,signup_date,plan_type,total_spent,country,ip_address,device_type,currency,lifetime_value,risk_score,status,churn_probability,last_active,referral_code
1150,corp_user_1150@enterprise.io,2025-12-08,Pro,10073.84,BR,83.213.170.166,iOS,USD,22958.49,0.8881,ACTIVE,0.42,2026-08-15 09:11:50,REF_6338
1151,corp_user_1151@enterprise.io,2026-07-13,Enterprise,3369.76,US,114.61.55.24,iOS,USD,10749.97,0.8787,ACTIVE,0.44,2026-08-14 09:11:50,REF_6173
1152,corp_user_1152@enterprise.io,2026-06-23,Basic,7964.2,DE,248.229.27.37,Linux,USD,20067.2,0.4615,ACTIVE,0.36,2026-08-10 09:11:50,REF_6107
1153,corp_user_1153@enterprise.io,2026-07-31,Basic,8339.95,US,173.226.111.195,Android,USD,13643.03,0.5308,ACTIVE,0.14,2026-08-13 09:11:50,REF_7183
1154,corp_user_1154@enterprise.io,2025-10-19,Enterprise,8615.52,JP,64.138.151.244,MacOS,USD,12145.17,0.5266,ACTIVE,0.08,2026-08-13 09:11:50,REF_6384
1155,corp_user_1155@enterprise.io,2026-01-30,Enterprise,6588.5,CA,64.8.78.213,Windows,USD,15353.26,0.3953,ACTIVE,0.31,2026-08-09 09:11:50,REF_4011
1156,corp_user_1156@enterprise.io,2026-01-23,Pro,2797.91,BR,133.236.14.241,iOS,USD,8560.77,0.2474,ACTIVE,0.14,2026-08-20 09:11:50,REF_4215
1157,corp_user_1157@enterprise.io,2025-09-13,Pro,1173.68,BR,134.176.4.156,Linux,USD,1811.07,0.0469,ACTIVE,0.45,2026-08-15 09:11:50,REF_3469
1158,corp_user_1158@enterprise.io,2025-11-09,Pro,6850.04,IN,132.24.54.243,Windows,USD,23723.18,0.605,ACTIVE,0.42,2026-08-13 09:11:50,REF_9557
1159,corp_user_1159@enterprise.io,2026-06-25,Basic,14431.54,UK,60.252.80.142,iOS,USD,35262.44,0.9364,ACTIVE,0.42,2026-08-23 09:11:50,REF_1553
1160,corp_user_1160@enterprise.io,2025-10-02,Enterprise,7534.83,US,112.173.19.147,Linux,USD,29900.04,0.9374,ACTIVE,0.21,2026-08-12 09:11:50,REF_5418
1161,corp_user_1161@enterprise.io,2026-08-16,Pro,12168.66,AU,245.198.196.160,MacOS,USD,40022.09,0.8413,ACTIVE,0.17,2026-08-13 09:11:50,REF_7397
1162,corp_user_1162@enterprise.io,2025-11-30,Basic,4470.62,UK,133.12.246.120,Windows,USD,16788.61,0.063,ACTIVE,0.1,2026-08-13 09:11:50,REF_6064
1163,corp_user_1163@enterprise.io,2025-10-15,Enterprise,8752.72,CA,94.188.128.123,MacOS,USD,21453.94,0.3837,ACTIVE,0.28,2026-08-10 09:11:50,REF_9426
1164,corp_user_1164@enterprise.io,2026-04-17,Basic,10183.56,SG,30.135.234.81,Android,USD,16286.9,0.9641,ACTIVE,0.32,2026-08-09 09:11:50,REF_9283
1165,corp_user_1165@enterprise.io,2025-12-17,Basic,9553.21,JP,33.173.130.44,Linux,USD,19079.94,0.5529,ACTIVE,0.42,2026-08-17 09:11:50,REF_7215
1166,corp_user_1166@enterprise.io,2026-05-08,Pro,10020.74,SG,26.94.95.72,iOS,USD,14065.54,0.1294,ACTIVE,0.26,2026-08-23 09:11:50,REF_3144
1167,corp_user_1167@enterprise.io,2025-11-01,Enterprise,917.04,US,230.158.221.143,Windows,USD,2932.09,0.8752,ACTIVE,0.35,2026-08-14 09:11:50,REF_1728
1168,corp_user_1168@enterprise.io,2026-03-06,Pro,7190.86,CA,13.213.155.161,Windows,USD,14637.58,0.7017,ACTIVE,0.25,2026-08-10 09:11:50,REF_1323
1169,corp_user_1169@enterprise.io,2026-04-21,Pro,12595.84,DE,117.93.252.73,Android,USD,41066.34,0.6551,ACTIVE,0.37,2026-08-11 09:11:50,REF_1692
1170,corp_user_1170@enterprise.io,2025-12-16,Pro,7924.42,JP,40.19.93.197,iOS,USD,15595.77,0.3227,ACTIVE,0.15,2026-08-22 09:11:50,REF_2764
1171,corp_user_1171@enterprise.io,2026-04-11,Enterprise,11691.28,SG,192.78.36.75,iOS,USD,37124.24,0.4728,ACTIVE,0.2,2026-08-12 09:11:50,REF_3133
1172,corp_user_1172@enterprise.io,2026-02-24,Enterprise,7413.66,SG,119.57.146.15,Linux,USD,9156.37,0.4176,ACTIVE,0.33,2026-08-16 09:11:50,REF_1601
1173,corp_user_1173@enterprise.io,2026-04-03,Enterprise,5510.69,JP,239.237.131.42,iOS,USD,20005.92,0.0909,ACTIVE,0.09,2026-08-14 09:11:50,REF_7615
1174,corp_user_1174@enterprise.io,2026-08-18,Basic,3783.09,BR,111.78.126.125,Linux,USD,5759.15,0.1867,ACTIVE,0.29,2026-08-10 09:11:50,REF_8472
1175,corp_user_1175@enterprise.io,2026-08-04,Pro,14565.27,DE,68.15.144.102,Linux,USD,47568.57,0.1429,ACTIVE,0.25,2026-08-22 09:11:50,REF_3665
1176,corp_user_1176@enterprise.io,2025-12-11,Pro,4827.89,CA,66.87.185.183,Windows,USD,15908.08,0.3344,ACTIVE,0.26,2026-08-21 09:11:50,REF_1200
1177,corp_user_1177@enterprise.io,2025-12-19,Pro,8083.08,CA,140.111.167.118,Linux,USD,20035.73,0.5462,ACTIVE,0.44,2026-08-11 09:11:50,REF_5642
1178,corp_user_1178@enterprise.io,2026-02-20,Pro,9100.95,FR,94.151.204.108,iOS,USD,26907.24,0.6571,ACTIVE,0.4,2026-08-14 09:11:50,REF_6369
1179,corp_user_1179@enterprise.io,2026-01-07,Basic,14977.93,IN,21.113.24.161,Android,USD,21880.64,0.4788,ACTIVE,0.4,2026-08-09 09:11:50,REF_4895
1180,corp_user_1180@enterprise.io,2026-01-27,Enterprise,2155.93,DE,151.48.166.14,Linux,USD,3584.39,0.8914,ACTIVE,0.17,2026-08-21 09:11:50,REF_4972
1181,corp_user_1181@enterprise.io,2026-08-10,Pro,5336.6,BR,166.101.9.240,Linux,USD,7094.57,0.2992,ACTIVE,0.1,2026-08-14 09:11:50,REF_3418
1182,corp_user_1182@enterprise.io,2025-10-06,Basic,6932.02,IN,110.176.230.31,Linux,USD,15600.18,0.308,ACTIVE,0.41,2026-08-17 09:11:50,REF_4925
1183,corp_user_1183@enterprise.io,2025-10-13,Pro,1776.57,AU,44.48.145.123,Android,USD,3239.05,0.4859,ACTIVE,0.43,2026-08-17 09:11:50,REF_5132
1184,corp_user_1184@enterprise.io,2025-09-26,Enterprise,9664.08,CA,162.144.54.186,iOS,USD,34820.67,0.531,ACTIVE,0.27,2026-08-10 09:11:50,REF_2289
1185,corp_user_1185@enterprise.io,2026-03-12,Enterprise,4874.85,FR,63.223.196.165,iOS,USD,12952.66,0.64,ACTIVE,0.12,2026-08-13 09:11:50,REF_8938
1186,corp_user_1186@enterprise.io,2026-02-01,Pro,949.32,UK,193.178.183.245,Windows,USD,3474.38,0.6222,ACTIVE,0.35,2026-08-22 09:11:50,REF_1311
1187,corp_user_1187@enterprise.io,2025-12-07,Pro,4584.16,BR,48.158.214.243,Windows,USD,17857.32,0.5968,ACTIVE,0.36,2026-08-21 09:11:50,REF_2176
1188,corp_user_1188@enterprise.io,2025-11-06,Basic,5833.19,FR,166.230.211.166,Android,USD,21400.07,0.2529,ACTIVE,0.17,2026-08-23 09:11:50,REF_2774
1189,corp_user_1189@enterprise.io,2025-11-12,Enterprise,648.82,BR,170.33.120.103,MacOS,USD,881.33,0.5717,ACTIVE,0.16,2026-08-22 09:11:50,REF_7957
1190,corp_user_1190@enterprise.io,2025-11-28,Enterprise,114.34,US,232.137.49.19,MacOS,USD,231.47,0.2861,ACTIVE,0.33,2026-08-09 09:11:50,REF_2897
1191,corp_user_1191@enterprise.io,2026-01-07,Enterprise,3788.79,FR,164.137.156.2,MacOS,USD,7700.85,0.5818,ACTIVE,0.38,2026-08-23 09:11:50,REF_7826
1192,corp_user_1192@enterprise.io,2025-11-03,Pro,13257.88,IN,218.126.120.231,Linux,USD,47660.76,0.1303,ACTIVE,0.28,2026-08-22 09:11:50,REF_7634
1193,corp_user_1193@enterprise.io,2026-06-02,Enterprise,5622.14,SG,105.208.14.128,Android,USD,7799.65,0.2682,ACTIVE,0.39,2026-08-11 09:11:50,REF_2224
1194,corp_user_1194@enterprise.io,2025-10-21,Pro,8201.41,BR,142.226.187.154,Linux,USD,21200.0,0.8244,ACTIVE,0.19,2026-08-20 09:11:50,REF_7145
1195,corp_user_1195@enterprise.io,2026-06-29,Pro,9813.04,SG,234.24.122.247,Android,USD,18635.7,0.7851,ACTIVE,0.43,2026-08-23 09:11:50,REF_8608
1196,corp_user_1196@enterprise.io,2026-07-27,Enterprise,14430.05,IN,245.83.26.134,Android,USD,44691.18,0.93,ACTIVE,0.12,2026-08-10 09:11:50,REF_5875
1197,corp_user_1197@enterprise.io,2026-01-16,Enterprise,12011.81,UK,39.133.47.36,Android,USD,44805.24,0.9342,ACTIVE,0.35,2026-08-09 09:11:50,REF_6072
1198,corp_user_1198@enterprise.io,2025-09-22,Enterprise,2763.09,AU,9.247.238.86,Windows,USD,3370.83,0.3263,ACTIVE,0.27,2026-08-15 09:11:50,REF_1949
1199,corp_user_1199@enterprise.io,2026-07-30,Basic,8585.06,CA,127.51.168.108,MacOS,USD,15818.1,0.2234,ACTIVE,0.23,2026-08-13 09:11:50,REF_4664
1200,corp_user_1200@enterprise.io,2025-12-09,Pro,14867.52,US,168.44.237.18,iOS,USD,51520.23,0.8148,ACTIVE,0.2,2026-08-12 09:11:50,REF_6037
1201,corp_user_1201@enterprise.io,2026-08-06,Basic,11314.58,FR,133.211.43.159,iOS,USD,24696.79,0.315,ACTIVE,0.3,2026-08-14 09:11:50,REF_7826
1202,corp_user_1202@enterprise.io,2025-10-26,Basic,14514.44,SG,112.154.149.7,Windows,USD,42541.81,0.049,ACTIVE,0.1,2026-08-21 09:11:50,REF_5780
1203,corp_user_1203@enterprise.io,2025-10-16,Enterprise,8832.58,US,241.159.22.20,iOS,USD,12575.92,0.6556,ACTIVE,0.14,2026-08-12 09:11:50,REF_5019
1204,corp_user_1204@enterprise.io,2025-10-12,Enterprise,13953.06,DE,200.36.124.212,MacOS,USD,35681.29,0.5172,ACTIVE,0.44,2026-08-10 09:11:50,REF_1941
1205,corp_user_1205@enterprise.io,2026-02-28,Basic,11910.59,IN,44.235.228.78,Android,USD,32307.64,0.7821,ACTIVE,0.27,2026-08-09 09:11:50,REF_4237
1206,corp_user_1206@enterprise.io,2025-09-25,Pro,4409.95,UK,95.219.246.57,Windows,USD,14793.19,0.8088,ACTIVE,0.11,2026-08-18 09:11:50,REF_6833
1207,corp_user_1207@enterprise.io,2026-07-03,Enterprise,1950.0,AU,143.171.0.251,Android,USD,3908.46,0.3532,ACTIVE,0.08,2026-08-21 09:11:50,REF_8161
1208,corp_user_1208@enterprise.io,2026-07-24,Basic,7433.66,SG,243.252.53.86,Linux,USD,28962.88,0.399,ACTIVE,0.39,2026-08-13 09:11:50,REF_7931
1209,corp_user_1209@enterprise.io,2025-09-23,Pro,8149.61,SG,235.232.13.161,Windows,USD,11357.48,0.9791,ACTIVE,0.37,2026-08-20 09:11:50,REF_9975
1210,corp_user_1210@enterprise.io,2026-02-24,Basic,4095.75,AU,238.143.221.243,Android,USD,13218.03,0.1244,ACTIVE,0.36,2026-08-09 09:11:50,REF_1847
1211,corp_user_1211@enterprise.io,2025-09-29,Pro,6961.69,AU,59.218.127.195,Android,USD,9153.96,0.1512,ACTIVE,0.25,2026-08-11 09:11:50,REF_1545
1212,corp_user_1212@enterprise.io,2026-06-24,Basic,2994.61,JP,121.24.31.189,iOS,USD,8691.94,0.9253,ACTIVE,0.2,2026-08-14 09:11:50,REF_2753
1213,corp_user_1213@enterprise.io,2026-01-19,Enterprise,9402.07,DE,200.51.11.231,Linux,USD,23924.95,0.7659,ACTIVE,0.33,2026-08-20 09:11:50,REF_6221
1214,corp_user_1214@enterprise.io,2025-09-26,Basic,9630.26,BR,164.251.199.202,Android,USD,28278.18,0.3278,ACTIVE,0.12,2026-08-17 09:11:50,REF_4174
1215,corp_user_1215@enterprise.io,2026-04-10,Pro,6894.81,FR,2.103.144.242,MacOS,USD,19741.91,0.8383,ACTIVE,0.08,2026-08-12 09:11:50,REF_1334
1216,corp_user_1216@enterprise.io,2026-03-29,Pro,9243.91,US,124.152.210.10,iOS,USD,13073.41,0.8413,ACTIVE,0.28,2026-08-20 09:11:50,REF_4912
1217,corp_user_1217@enterprise.io,2026-01-07,Enterprise,12956.81,US,164.47.24.119,Android,USD,50045.8,0.0227,ACTIVE,0.05,2026-08-21 09:11:50,REF_7559
1218,corp_user_1218@enterprise.io,2026-06-15,Pro,7652.06,FR,36.221.107.211,MacOS,USD,28766.8,0.9372,ACTIVE,0.32,2026-08-22 09:11:50,REF_3922
1219,corp_user_1219@enterprise.io,2026-03-20,Basic,11410.9,BR,188.57.151.59,iOS,USD,23491.7,0.8058,ACTIVE,0.32,2026-08-21 09:11:50,REF_5567
1220,corp_user_1220@enterprise.io,2026-03-17,Pro,10422.33,CA,10.80.53.195,iOS,USD,28317.32,0.2411,ACTIVE,0.32,2026-08-22 09:11:50,REF_1398
1221,corp_user_1221@enterprise.io,2025-09-16,Enterprise,14292.21,IN,76.199.157.75,Windows,USD,31308.28,0.2307,ACTIVE,0.44,2026-08-13 09:11:50,REF_7375
1222,corp_user_1222@enterprise.io,2025-10-30,Pro,2447.47,UK,112.19.210.107,Android,USD,8069.03,0.4872,ACTIVE,0.38,2026-08-11 09:11:50,REF_4392
1223,corp_user_1223@enterprise.io,2025-11-04,Pro,2091.38,BR,172.35.240.6,Windows,USD,3368.79,0.0219,ACTIVE,0.1,2026-08-23 09:11:50,REF_8974
1224,corp_user_1224@enterprise.io,2025-12-06,Basic,11848.34,IN,100.188.197.175,MacOS,USD,37377.53,0.4414,ACTIVE,0.1,2026-08-18 09:11:50,REF_7532
1225,corp_user_1225@enterprise.io,2026-03-27,Enterprise,507.8,SG,242.198.204.112,MacOS,USD,1434.3,0.8185,ACTIVE,0.43,2026-08-18 09:11:50,REF_4708
1226,corp_user_1226@enterprise.io,2026-02-10,Basic,13418.38,JP,235.162.89.131,Android,USD,30134.33,0.5952,ACTIVE,0.36,2026-08-11 09:11:50,REF_1841
1227,corp_user_1227@enterprise.io,2026-01-28,Pro,9863.8,JP,4.76.58.97,MacOS,USD,28628.54,0.5163,ACTIVE,0.32,2026-08-10 09:11:50,REF_1262
1228,corp_user_1228@enterprise.io,2025-12-02,Pro,1517.69,IN,50.14.224.251,Android,USD,4282.47,0.3625,ACTIVE,0.44,2026-08-19 09:11:50,REF_7219
1229,corp_user_1229@enterprise.io,2026-03-18,Basic,14201.89,US,76.19.96.58,Windows,USD,27862.85,0.2911,ACTIVE,0.15,2026-08-19 09:11:50,REF_1906
1230,corp_user_1230@enterprise.io,2026-02-08,Enterprise,9916.51,CA,225.92.220.109,Windows,USD,35038.95,0.88,ACTIVE,0.39,2026-08-16 09:11:50,REF_5415
1231,corp_user_1231@enterprise.io,2026-03-21,Enterprise,5569.89,AU,84.68.98.126,Android,USD,19633.13,0.0233,ACTIVE,0.4,2026-08-23 09:11:50,REF_5788
1232,corp_user_1232@enterprise.io,2026-03-09,Pro,7564.53,UK,5.125.207.182,Windows,USD,11224.96,0.9048,ACTIVE,0.29,2026-08-21 09:11:50,REF_9578
1233,corp_user_1233@enterprise.io,2026-04-02,Basic,6975.61,US,143.210.126.49,Android,USD,10128.4,0.7846,ACTIVE,0.25,2026-08-21 09:11:50,REF_9569
1234,corp_user_1234@enterprise.io,2025-09-18,Basic,12866.38,US,241.142.65.108,Linux,USD,49574.0,0.4294,ACTIVE,0.32,2026-08-17 09:11:50,REF_2319
1235,corp_user_1235@enterprise.io,2025-11-30,Pro,12677.4,CA,143.57.145.203,iOS,USD,18987.28,0.0961,ACTIVE,0.38,2026-08-11 09:11:50,REF_4125
1236,corp_user_1236@enterprise.io,2026-03-29,Pro,52.53,IN,62.136.166.250,Windows,USD,169.12,0.5215,ACTIVE,0.29,2026-08-17 09:11:50,REF_6304
1237,corp_user_1237@enterprise.io,2026-04-16,Pro,12786.88,BR,59.241.56.96,Windows,USD,27792.89,0.0577,ACTIVE,0.1,2026-08-17 09:11:50,REF_5171
1238,corp_user_1238@enterprise.io,2026-07-26,Basic,8107.01,BR,26.126.207.251,Android,USD,19014.37,0.8132,ACTIVE,0.42,2026-08-11 09:11:50,REF_3784
1239,corp_user_1239@enterprise.io,2026-07-04,Pro,14990.09,AU,158.115.123.204,Android,USD,38383.62,0.1368,ACTIVE,0.32,2026-08-15 09:11:50,REF_3379
1240,corp_user_1240@enterprise.io,2026-02-02,Enterprise,5372.7,UK,121.191.72.234,MacOS,USD,15200.07,0.0912,ACTIVE,0.32,2026-08-09 09:11:50,REF_8567
1241,corp_user_1241@enterprise.io,2026-01-19,Enterprise,14575.83,DE,234.153.65.204,MacOS,USD,28689.83,0.0609,ACTIVE,0.11,2026-08-11 09:11:50,REF_6168
1242,corp_user_1242@enterprise.io,2026-03-29,Enterprise,7342.52,SG,68.30.232.212,iOS,USD,20603.53,0.3232,ACTIVE,0.4,2026-08-13 09:11:50,REF_7469
1243,corp_user_1243@enterprise.io,2026-06-11,Basic,9501.75,BR,85.90.210.50,Android,USD,21927.2,0.138,ACTIVE,0.2,2026-08-23 09:11:50,REF_3483
1244,corp_user_1244@enterprise.io,2025-11-24,Enterprise,14527.0,UK,38.151.224.237,MacOS,USD,19695.3,0.5871,ACTIVE,0.14,2026-08-10 09:11:50,REF_7461
1245,corp_user_1245@enterprise.io,2026-06-27,Basic,10798.8,UK,46.163.14.31,Android,USD,29896.06,0.0736,ACTIVE,0.32,2026-08-23 09:11:50,REF_1336
1246,corp_user_1246@enterprise.io,2026-07-04,Basic,11207.75,JP,103.89.94.8,Linux,USD,27312.76,0.9181,ACTIVE,0.34,2026-08-16 09:11:50,REF_2391
1247,corp_user_1247@enterprise.io,2026-08-16,Pro,5650.2,JP,195.115.72.239,iOS,USD,21101.45,0.557,ACTIVE,0.3,2026-08-17 09:11:50,REF_8015
1248,corp_user_1248@enterprise.io,2026-05-15,Pro,350.1,AU,241.18.75.181,MacOS,USD,906.3,0.9737,ACTIVE,0.13,2026-08-20 09:11:50,REF_6655
1249,corp_user_1249@enterprise.io,2026-05-15,Pro,2819.68,US,76.156.37.233,MacOS,USD,5543.17,0.0507,ACTIVE,0.16,2026-08-10 09:11:50,REF_2684
1250,corp_user_1250@enterprise.io,2026-06-07,Basic,2539.73,CA,164.7.155.159,Linux,USD,6380.55,0.5095,ACTIVE,0.08,2026-08-13 09:11:50,REF_5101
1251,corp_user_1251@enterprise.io,2025-09-11,Pro,14294.11,DE,11.60.85.157,MacOS,USD,34014.61,0.1363,ACTIVE,0.41,2026-08-10 09:11:50,REF_6017
1252,corp_user_1252@enterprise.io,2026-03-28,Pro,12950.9,IN,73.39.238.200,Linux,USD,20785.38,0.3607,ACTIVE,0.32,2026-08-14 09:11:50,REF_5376
1253,corp_user_1253@enterprise.io,2025-09-05,Basic,9061.9,UK,41.204.74.50,Windows,USD,14405.59,0.1211,ACTIVE,0.13,2026-08-12 09:11:50,REF_2098
1254,corp_user_1254@enterprise.io,2025-12-14,Enterprise,3741.14,BR,63.81.135.95,Windows,USD,12004.08,0.1497,ACTIVE,0.22,2026-08-11 09:11:50,REF_2269
1255,corp_user_1255@enterprise.io,2025-11-17,Basic,2281.56,US,47.233.180.62,Android,USD,3556.47,0.3323,ACTIVE,0.17,2026-08-18 09:11:50,REF_1268
1256,corp_user_1256@enterprise.io,2025-09-07,Basic,11415.35,US,219.238.217.4,Windows,USD,40066.86,0.594,ACTIVE,0.34,2026-08-15 09:11:50,REF_3961
1257,corp_user_1257@enterprise.io,2025-09-26,Basic,510.89,FR,49.94.71.235,Android,USD,1426.23,0.9567,ACTIVE,0.31,2026-08-20 09:11:50,REF_9252
1258,corp_user_1258@enterprise.io,2026-07-25,Basic,8832.7,DE,86.216.245.143,iOS,USD,32702.97,0.567,ACTIVE,0.07,2026-08-10 09:11:50,REF_6324
1259,corp_user_1259@enterprise.io,2025-10-31,Basic,14914.34,DE,73.1.117.73,iOS,USD,57582.17,0.1149,ACTIVE,0.21,2026-08-15 09:11:50,REF_2487
1260,corp_user_1260@enterprise.io,2025-09-22,Basic,8230.78,SG,77.95.197.201,Linux,USD,23299.61,0.8388,ACTIVE,0.05,2026-08-15 09:11:50,REF_5424
1261,corp_user_1261@enterprise.io,2026-07-30,Pro,3768.02,IN,78.116.12.225,MacOS,USD,14715.18,0.795,ACTIVE,0.41,2026-08-19 09:11:50,REF_9484
1262,corp_user_1262@enterprise.io,2025-09-06,Pro,12569.07,IN,34.195.37.70,MacOS,USD,33405.35,0.8203,ACTIVE,0.13,2026-08-09 09:11:50,REF_2319
1263,corp_user_1263@enterprise.io,2026-02-21,Pro,13874.24,AU,206.218.163.98,Linux,USD,47940.87,0.4424,ACTIVE,0.34,2026-08-19 09:11:50,REF_9703
1264,corp_user_1264@enterprise.io,2026-02-24,Enterprise,7443.1,SG,120.133.101.80,iOS,USD,23036.45,0.522,ACTIVE,0.15,2026-08-12 09:11:50,REF_6361
1265,corp_user_1265@enterprise.io,2025-10-07,Pro,55.24,US,140.54.17.32,Android,USD,162.57,0.742,ACTIVE,0.33,2026-08-21 09:11:50,REF_3863
1266,corp_user_1266@enterprise.io,2026-01-03,Basic,14039.19,AU,245.168.132.121,Windows,USD,42144.1,0.8313,ACTIVE,0.16,2026-08-15 09:11:50,REF_6063
1267,corp_user_1267@enterprise.io,2026-01-08,Basic,14929.7,AU,237.247.147.42,iOS,USD,23316.71,0.5329,ACTIVE,0.43,2026-08-09 09:11:50,REF_6847
1268,corp_user_1268@enterprise.io,2026-04-26,Pro,8052.58,US,162.15.53.253,Android,USD,29488.46,0.7821,ACTIVE,0.37,2026-08-19 09:11:50,REF_9201
1269,corp_user_1269@enterprise.io,2026-07-01,Enterprise,7788.82,US,141.22.88.229,Android,USD,20809.94,0.6706,ACTIVE,0.13,2026-08-10 09:11:50,REF_2006
1270,corp_user_1270@enterprise.io,2026-03-16,Basic,6143.36,AU,60.34.213.144,Windows,USD,16847.53,0.2357,ACTIVE,0.42,2026-08-21 09:11:50,REF_1353
1271,corp_user_1271@enterprise.io,2026-05-07,Enterprise,11403.29,US,62.233.172.173,Android,USD,31590.15,0.1579,ACTIVE,0.29,2026-08-13 09:11:50,REF_8613
1272,corp_user_1272@enterprise.io,2026-02-12,Enterprise,7287.96,SG,30.43.188.214,Android,USD,24424.82,0.6831,ACTIVE,0.44,2026-08-20 09:11:50,REF_3988
1273,corp_user_1273@enterprise.io,2026-06-27,Basic,1403.03,DE,251.185.104.210,Windows,USD,3000.31,0.4404,ACTIVE,0.44,2026-08-19 09:11:50,REF_8810
1274,corp_user_1274@enterprise.io,2026-03-17,Pro,10478.98,BR,209.158.59.189,Windows,USD,41602.36,0.0851,ACTIVE,0.06,2026-08-09 09:11:50,REF_9756
1275,corp_user_1275@enterprise.io,2026-05-01,Pro,1905.13,DE,20.99.21.233,Linux,USD,3863.96,0.1096,ACTIVE,0.22,2026-08-11 09:11:50,REF_5951
1276,corp_user_1276@enterprise.io,2026-01-25,Pro,5759.66,SG,34.125.200.195,Linux,USD,8159.69,0.1071,ACTIVE,0.27,2026-08-21 09:11:50,REF_4481
1277,corp_user_1277@enterprise.io,2026-04-14,Enterprise,1565.91,JP,72.213.217.246,iOS,USD,6025.93,0.2077,ACTIVE,0.08,2026-08-14 09:11:50,REF_5677
1278,corp_user_1278@enterprise.io,2026-03-27,Pro,8062.13,FR,62.194.171.145,Windows,USD,10439.19,0.2563,ACTIVE,0.42,2026-08-12 09:11:50,REF_7992
1279,corp_user_1279@enterprise.io,2026-02-11,Basic,12370.2,US,18.125.32.235,Android,USD,48272.18,0.8802,ACTIVE,0.17,2026-08-12 09:11:50,REF_3459
1280,corp_user_1280@enterprise.io,2025-12-05,Pro,7088.86,DE,42.82.1.198,Android,USD,10888.62,0.2048,ACTIVE,0.15,2026-08-14 09:11:50,REF_5450
1281,corp_user_1281@enterprise.io,2026-04-30,Basic,9211.45,FR,163.242.0.147,MacOS,USD,20790.84,0.4988,ACTIVE,0.26,2026-08-23 09:11:50,REF_7707
1282,corp_user_1282@enterprise.io,2026-05-27,Enterprise,10699.78,IN,115.76.42.67,iOS,USD,31524.61,0.8335,ACTIVE,0.3,2026-08-12 09:11:50,REF_1030
1283,corp_user_1283@enterprise.io,2025-10-09,Enterprise,11544.79,JP,91.178.93.182,MacOS,USD,20065.58,0.3619,ACTIVE,0.25,2026-08-12 09:11:50,REF_6797
1284,corp_user_1284@enterprise.io,2026-01-18,Enterprise,9173.18,BR,225.36.108.67,Android,USD,28032.9,0.4319,ACTIVE,0.06,2026-08-11 09:11:50,REF_8467
1285,corp_user_1285@enterprise.io,2026-07-25,Pro,3425.87,CA,98.240.97.170,Windows,USD,7449.96,0.88,ACTIVE,0.06,2026-08-17 09:11:50,REF_1410
1286,corp_user_1286@enterprise.io,2025-12-01,Basic,4315.17,UK,99.183.126.236,Android,USD,5688.57,0.4924,ACTIVE,0.06,2026-08-23 09:11:50,REF_8780
1287,corp_user_1287@enterprise.io,2025-12-19,Pro,10301.09,IN,227.237.60.50,Android,USD,28742.61,0.2491,ACTIVE,0.11,2026-08-19 09:11:50,REF_1653
1288,corp_user_1288@enterprise.io,2026-03-10,Pro,12159.99,CA,146.243.34.49,Android,USD,28106.93,0.2679,ACTIVE,0.33,2026-08-13 09:11:50,REF_7092
1289,corp_user_1289@enterprise.io,2026-02-08,Basic,2889.99,CA,76.203.176.110,MacOS,USD,7597.39,0.5187,ACTIVE,0.44,2026-08-18 09:11:50,REF_2984
1290,corp_user_1290@enterprise.io,2025-12-09,Basic,7131.99,AU,128.186.159.46,Linux,USD,23830.23,0.1211,ACTIVE,0.08,2026-08-22 09:11:50,REF_5950
1291,corp_user_1291@enterprise.io,2025-09-26,Basic,9614.6,AU,67.58.207.116,iOS,USD,33863.09,0.7875,ACTIVE,0.33,2026-08-11 09:11:50,REF_6928
1292,corp_user_1292@enterprise.io,2026-01-10,Basic,4484.17,JP,141.31.159.83,MacOS,USD,10586.35,0.8516,ACTIVE,0.43,2026-08-12 09:11:50,REF_5870
1293,corp_user_1293@enterprise.io,2026-06-21,Enterprise,7405.39,UK,133.72.33.90,iOS,USD,12139.99,0.7691,ACTIVE,0.43,2026-08-23 09:11:50,REF_8669
1294,corp_user_1294@enterprise.io,2026-01-31,Basic,522.63,FR,176.65.242.130,Android,USD,1815.43,0.1013,ACTIVE,0.22,2026-08-16 09:11:50,REF_8953
1295,corp_user_1295@enterprise.io,2025-08-29,Pro,206.49,FR,220.203.86.157,MacOS,USD,342.06,0.7961,ACTIVE,0.29,2026-08-21 09:11:50,REF_6894
1296,corp_user_1296@enterprise.io,2026-02-11,Pro,9672.36,BR,85.20.102.79,Linux,USD,12995.04,0.4495,ACTIVE,0.17,2026-08-17 09:11:50,REF_3975
1297,corp_user_1297@enterprise.io,2025-10-27,Enterprise,8428.22,DE,29.160.212.130,Windows,USD,17860.95,0.686,ACTIVE,0.1,2026-08-18 09:11:50,REF_3257
1298,corp_user_1298@enterprise.io,2025-08-26,Enterprise,14012.87,JP,94.235.81.202,iOS,USD,45811.11,0.7056,ACTIVE,0.38,2026-08-16 09:11:50,REF_9661
1299,corp_user_1299@enterprise.io,2026-02-25,Basic,9417.91,IN,85.107.252.132,MacOS,USD,22713.21,0.7437,ACTIVE,0.09,2026-08-22 09:11:50,REF_2686
1300,corp_user_1300@enterprise.io,2025-10-06,Pro,4262.43,AU,50.0.52.67,Linux,USD,13182.14,0.7169,ACTIVE,0.31,2026-08-20 09:11:50,REF_9094
